step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/precision,classification/recall,classification/auroc,classification/auprc,classification/f1.0
1131,558296,9048,0.01862919375712237,1.0,1.0,,,,,,,,,
1132,558816,9056,0.020594844275987494,1.0,1.0,,,,,,,,,
1133,559336,9064,0.02073073489596928,1.0,1.0,,,,,,,,,
1134,559792,9072,0.020728830875697594,1.0,1.0,,,,,,,,,
1135,560376,9080,0.019865462949952395,1.0,1.0,,,,,,,,,
1136,560832,9088,0.022459280182108934,1.0,1.0,,,,,,,,,
1137,561288,9096,0.022282388404641622,0.875,0.9705882352941176,0.020993974397300986,1.0,1.0,,,,,,
1138,561680,9104,0.020588264926665916,1.0,1.0,,,,,,,,,
1139,562136,9112,0.02225947101348407,1.0,1.0,,,,,,,,,
1140,562592,9120,0.024802907654297855,1.0,1.0,,,,,,,,,
1141,563112,9128,0.017029220819516244,1.0,1.0,,,,,,,,,
1142,563504,9136,0.02231798459509779,1.0,1.0,,,,,,,,,
1143,563896,9144,0.020274708006267957,1.0,1.0,,,,,,,,,
1144,564416,9152,0.021132616371493343,1.0,1.0,,,,,,,,,
1145,564872,9160,0.020929782386617284,1.0,1.0,0.02156901155041016,1.0,1.0,,,,,,
1146,565392,9168,0.024619247370782735,1.0,1.0,,,,,,,,,
1147,565912,9176,0.023234657215813463,1.0,1.0,,,,,,,,,
1148,566432,9184,0.020024410237616058,1.0,1.0,,,,,,,,,
1149,566888,9192,0.026221001785205762,1.0,1.0,,,,,,,,,
1150,567408,9200,0.016251926077114048,1.0,1.0,,,,,,,,,
1151,568056,9208,0.015815160956575623,1.0,1.0,,,,,,,,,
1152,568576,9216,0.022576766524330504,1.0,1.0,,,,,,,,,
1153,569096,9224,0.017666106242270482,1.0,1.0,0.016507256683661216,1.0,1.0,,,,,,
1154,569616,9232,0.020220841161988988,1.0,1.0,,,,,,,,,
1155,570136,9240,0.020799530617980806,1.0,1.0,,,,,,,,,
1156,570528,9248,0.0242712422342488,1.0,1.0,,,,,,,,,
1157,570920,9256,0.021152365853458463,1.0,1.0,,,,,,,,,
1158,571376,9264,0.02646054996100482,1.0,1.0,,,,,,,,,
1159,571896,9272,0.020234945957646338,1.0,1.0,,,,,,,,,
1160,572352,9280,0.01904810832163643,1.0,1.0,,,,,,,,,
1161,572872,9288,0.02195107087574643,1.0,1.0,0.014606314410514592,1.0,1.0,,,,,,
1162,573456,9296,0.01985849410285048,1.0,1.0,,,,,,,,,
1163,573912,9304,0.023072133183621918,1.0,1.0,,,,,,,,,
1164,574368,9312,0.021251651180635107,1.0,1.0,,,,,,,,,
1165,574888,9320,0.01833615047566708,0.875,0.9722222222222222,,,,,,,,,
1166,575408,9328,0.022144633658114584,1.0,1.0,,,,,,,,,
1167,575800,9336,0.028382320416620376,1.0,1.0,,,,,,,,,
1168,576384,9344,0.017691242544064584,1.0,1.0,,,,,,,,,
1169,576840,9352,0.027268433044509297,1.0,1.0,0.02233088624373262,1.0,1.0,,,,,,
1170,577296,9360,0.02479911641221885,1.0,1.0,,,,,,,,,
1171,577752,9368,0.021398320894067607,1.0,1.0,,,,,,,,,
1172,578144,9376,0.022877603578048675,1.0,1.0,,,,,,,,,
1173,578664,9384,0.01834798732651645,1.0,1.0,,,,,,,,,
1174,579184,9392,0.02527749578271077,1.0,1.0,,,,,,,,,
1175,579640,9400,0.022893940045283463,0.875,0.9714285714285714,,,,,,,,,
1176,580224,9408,0.017043870019883188,1.0,1.0,,,,,,,,,
1177,580616,9416,0.021765069269965315,1.0,1.0,0.020554531948839914,1.0,1.0,,,,,,
1178,581072,9424,0.01868200911808209,1.0,1.0,,,,,,,,,
1179,581592,9432,0.025535809599197202,1.0,1.0,,,,,,,,,
1180,582112,9440,0.02078098898734249,1.0,1.0,,,,,,,,,
1181,582568,9448,0.017997813130381953,1.0,1.0,,,,,,,,,
1182,583152,9456,0.021959126081327635,1.0,1.0,,,,,,,,,
1183,583608,9464,0.023732141134813582,1.0,1.0,,,,,,,,,
1184,584128,9472,0.022778283659666866,0.875,0.972972972972973,,,,,,,,,
1185,584648,9480,0.01794386802112531,1.0,1.0,0.02202418829265948,1.0,1.0,,,,,,
1186,585232,9488,0.020077517597024162,1.0,1.0,,,,,,,,,
1187,585816,9496,0.02140282243351628,1.0,1.0,,,,,,,,,
1188,586336,9504,0.015995018169544812,1.0,1.0,,,,,,,,,
1189,586920,9512,0.022102487686115786,0.875,0.9722222222222222,,,,,,,,,
1190,587376,9520,0.02287929644652591,1.0,1.0,,,,,,,,,
1191,587896,9528,0.02240619319585492,1.0,1.0,,,,,,,,,
1192,588352,9536,0.02006707234926969,1.0,1.0,,,,,,,,,
1193,588744,9544,0.020017006690862652,1.0,1.0,0.02114040581098047,1.0,1.0,,,,,,
1194,589328,9552,0.020734970640169718,1.0,1.0,,,,,,,,,
1195,589848,9560,0.022140979901839122,1.0,1.0,,,,,,,,,
1196,590304,9568,0.022450443612959194,1.0,1.0,,,,,,,,,
1197,590888,9576,0.020345616735236837,1.0,1.0,,,,,,,,,
1198,591408,9584,0.020139805551817064,1.0,1.0,,,,,,,,,
1199,591928,9592,0.021510595358804598,1.0,1.0,,,,,,,,,
1200,592384,9600,0.02483367062503906,1.0,1.0,,,,,,,,,
1201,592840,9608,0.021267769767456063,1.0,1.0,0.020188896982955312,1.0,1.0,,,,,,
1202,593360,9616,0.02069016222960512,1.0,1.0,,,,,,,,,
1203,593944,9624,0.017319311776738153,1.0,1.0,,,,,,,,,
1204,594464,9632,0.02085677250868126,1.0,1.0,,,,,,,,,
1205,594856,9640,0.023099395044096374,1.0,1.0,,,,,,,,,
1206,595248,9648,0.021382417175825796,1.0,1.0,,,,,,,,,
1207,595832,9656,0.021069696779345618,1.0,1.0,,,,,,,,,
1208,596288,9664,0.02157169768173974,1.0,1.0,,,,,,,,,
1209,596808,9672,0.023194129567032186,0.875,0.9714285714285714,0.018324193104180087,1.0,1.0,,,,,,
1210,597328,9680,0.017962399913386995,1.0,1.0,,,,,,,,,
1211,597784,9688,0.023623307822190045,1.0,1.0,,,,,,,,,
1212,598304,9696,0.018437367175259973,1.0,1.0,,,,,,,,,
1213,598696,9704,0.020176700843355818,1.0,1.0,,,,,,,,,
1214,599088,9712,0.023321290601520325,1.0,1.0,,,,,,,,,
1215,599608,9720,0.024500656898124164,1.0,1.0,,,,,,,,,
1216,600064,9728,0.019781299959674346,1.0,1.0,,,,,,,,,
1217,600584,9736,0.02008495090901287,1.0,1.0,0.019604306619250327,1.0,1.0,,,,,,
1218,601104,9744,0.0195851541244638,1.0,1.0,,,,,,,,,
1219,601624,9752,0.020236658505204275,1.0,1.0,,,,,,,,,
1220,602208,9760,0.021321575659923264,1.0,1.0,,,,,,,,,
1221,602728,9768,0.020376202878978136,0.875,0.972972972972973,,,,,,,,,
1222,603248,9776,0.019994679388844798,1.0,1.0,,,,,,,,,
1223,603704,9784,0.02284431890841585,1.0,1.0,,,,,,,,,
1224,604096,9792,0.020688056788423077,1.0,1.0,,,,,,,,,
1225,604552,9800,0.02104701587325591,1.0,1.0,0.01879092122867673,1.0,1.0,,,,,,
1226,605136,9808,0.022109553791019743,1.0,1.0,,,,,,,,,
1227,605656,9816,0.01830227110241544,1.0,1.0,,,,,,,,,
1228,606176,9824,0.02020324177490722,1.0,1.0,,,,,,,,,
1229,606632,9832,0.02286219673319575,1.0,1.0,,,,,,,,,
1230,607152,9840,0.017042394754704017,1.0,1.0,,,,,,,,,
1231,607608,9848,0.02191199277871662,1.0,1.0,,,,,,,,,
1232,608128,9856,0.02184321125401905,1.0,1.0,,,,,,,,,
1233,608584,9864,0.023367539450247218,1.0,1.0,0.021512103023489933,1.0,1.0,,,,,,
1234,609104,9872,0.021451359716925956,1.0,1.0,,,,,,,,,
1235,609688,9880,0.01908364841539627,1.0,1.0,,,,,,,,,
1236,610080,9888,0.020895207505619778,1.0,1.0,,,,,,,,,
1237,610664,9896,0.020284634440933164,1.0,1.0,,,,,,,,,
1238,611312,9904,0.017636258865141717,1.0,1.0,,,,,,,,,
1239,611704,9912,0.021390835839322355,1.0,1.0,,,,,,,,,
1240,612288,9920,0.019067213867693132,1.0,1.0,,,,,,,,,
1241,612744,9928,0.02538942103405675,1.0,1.0,0.019880709809394433,1.0,1.0,,,,,,
1242,613264,9936,0.01856762945750662,1.0,1.0,,,,,,,,,
1243,613784,9944,0.023582604381016337,1.0,1.0,,,,,,,,,
1244,614304,9952,0.020077663799342123,1.0,1.0,,,,,,,,,
1245,614632,9960,0.023926502486253876,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0
1246,615152,9968,0.017079935798856572,1.0,1.0,,,,,,,,,
1247,615480,9976,0.022377214568264876,1.0,1.0,,,,,,,,,
1248,615936,9984,0.025665460542625113,1.0,1.0,,,,,,,,,
1249,616456,9992,0.01961509506228017,1.0,1.0,0.021231086604046854,1.0,1.0,,,,,,
1250,616912,10000,0.021667559799649763,1.0,1.0,,,,,,,,,
1251,617496,10008,0.01999764248426594,1.0,1.0,,,,,,,,,
1252,618016,10016,0.02283691404249476,1.0,1.0,,,,,,,,,
1253,618536,10024,0.021089380240497356,1.0,1.0,,,,,,,,,
1254,618928,10032,0.01669040068826261,1.0,1.0,,,,,,,,,
1255,619448,10040,0.016484247357634926,1.0,1.0,,,,,,,,,
1256,619904,10048,0.018071712446062177,1.0,1.0,,,,,,,,,
1257,620296,10056,0.0248035518748189,1.0,1.0,0.01840035830195128,1.0,1.0,,,,,,
1258,620816,10064,0.015867535855016802,1.0,1.0,,,,,,,,,
1259,621336,10072,0.019378991871445324,0.875,0.9166666666666666,,,,,,,,,
1260,621792,10080,0.021488223555467412,0.75,0.9459459459459459,,,,,,,,,
1261,622312,10088,0.021425403837608527,1.0,1.0,,,,,,,,,
1262,622832,10096,0.019255523250388398,1.0,1.0,,,,,,,,,
1263,623352,10104,0.019316502237930723,1.0,1.0,,,,,,,,,
1264,623872,10112,0.01802519975154802,1.0,1.0,,,,,,,,,
1265,624328,10120,0.017530548453654198,1.0,1.0,0.02694236486074881,1.0,1.0,,,,,,
1266,624912,10128,0.020887137259033572,1.0,1.0,,,,,,,,,
1267,625304,10136,0.01992624438228133,1.0,1.0,,,,,,,,,
1268,625824,10144,0.018512171812914847,1.0,1.0,,,,,,,,,
1269,626344,10152,0.018759712511972445,1.0,1.0,,,,,,,,,
1270,626928,10160,0.01787902711282534,1.0,1.0,,,,,,,,,
1271,627448,10168,0.017032930565710005,1.0,1.0,,,,,,,,,
1272,627904,10176,0.019361619493417668,1.0,1.0,,,,,,,,,
1273,628360,10184,0.021092365109469855,1.0,1.0,0.015804062603880856,1.0,1.0,,,,,,
1274,628816,10192,0.028912264601184862,1.0,1.0,,,,,,,,,
1275,629272,10200,0.017854615846659896,1.0,1.0,,,,,,,,,
1276,629792,10208,0.022721640556295906,1.0,1.0,,,,,,,,,
1277,630184,10216,0.02316584870210246,1.0,1.0,,,,,,,,,
1278,630640,10224,0.019363415440213718,1.0,1.0,,,,,,,,,
1279,631224,10232,0.020274355360074003,1.0,1.0,,,,,,,,,
1280,631616,10240,0.02433087433002573,0.875,0.9714285714285714,,,,,,,,,
1281,632136,10248,0.022118076711058754,1.0,1.0,0.014672725206892502,1.0,1.0,,,,,,
1282,632720,10256,0.01799417375571094,1.0,1.0,,,,,,,,,
1283,633240,10264,0.02172931373031222,1.0,1.0,,,,,,,,,
1284,633760,10272,0.015402577022106172,1.0,1.0,,,,,,,,,
1285,634216,10280,0.024168905816343563,1.0,1.0,,,,,,,,,
1286,634736,10288,0.020065659408960695,1.0,1.0,,,,,,,,,
1287,635192,10296,0.02541339002609116,1.0,1.0,,,,,,,,,
1288,635648,10304,0.019763647637759583,1.0,1.0,,,,,,,,,
1289,636168,10312,0.017008265536502434,1.0,1.0,0.015704679693184537,1.0,1.0,,,,,,
1290,636688,10320,0.02150332885162966,1.0,1.0,,,,,,,,,
1291,637208,10328,0.021990675449925244,1.0,1.0,,,,,,,,,
1292,637728,10336,0.02013021290292326,1.0,1.0,,,,,,,,,
1293,638376,10344,0.014620620028861952,1.0,1.0,,,,,,,,,
1294,638896,10352,0.023304183204953356,1.0,1.0,,,,,,,,,
1295,639416,10360,0.01855834775581943,1.0,1.0,,,,,,,,,
1296,640000,10368,0.01781024205268604,1.0,1.0,,,,,,,,,
1297,640520,10376,0.020176854995837407,1.0,1.0,0.020911682568448796,1.0,1.0,,,,,,
1298,640976,10384,0.02224805216356383,1.0,1.0,,,,,,,,,
1299,641368,10392,0.023466017273801404,1.0,1.0,,,,,,,,,
1300,641760,10400,0.025209517664958825,1.0,1.0,,,,,,,,,
1301,642280,10408,0.021272722842285374,1.0,1.0,,,,,,,,,
1302,642736,10416,0.02488513712381876,1.0,1.0,,,,,,,,,
1303,643256,10424,0.017249014607916693,1.0,1.0,,,,,,,,,
1304,643776,10432,0.02545090057535331,0.875,0.9736842105263158,,,,,,,,,
1305,644296,10440,0.021592624783522158,1.0,1.0,0.016935428899900164,1.0,1.0,,,,,,
1306,644816,10448,0.017022087708217726,0.875,0.9705882352941176,,,,,,,,,
1307,645400,10456,0.017264286085738274,0.875,0.972972972972973,,,,,,,,,
1308,645856,10464,0.02490565509861149,1.0,1.0,,,,,,,,,
1309,646376,10472,0.02008020455528661,1.0,1.0,,,,,,,,,
1310,646896,10480,0.02125857051460079,1.0,1.0,,,,,,,,,
1311,647288,10488,0.02326657610498072,1.0,1.0,,,,,,,,,
1312,647808,10496,0.021810534743930396,1.0,1.0,,,,,,,,,
1313,648328,10504,0.019427899734214875,1.0,1.0,0.021446255770200005,1.0,1.0,,,,,,
1314,648976,10512,0.014988959429237595,1.0,1.0,,,,,,,,,
1315,649368,10520,0.02213104560065746,1.0,1.0,,,,,,,,,
1316,649888,10528,0.021859044194524026,1.0,1.0,,,,,,,,,
1317,650408,10536,0.022355682518102413,1.0,1.0,,,,,,,,,
1318,650800,10544,0.02571353806805642,1.0,1.0,,,,,,,,,
1319,651320,10552,0.020535375080392635,1.0,1.0,,,,,,,,,
1320,651840,10560,0.016996995723421244,1.0,1.0,,,,,,,,,
1321,652296,10568,0.023403048304292604,1.0,1.0,0.02347453762293384,1.0,1.0,,,,,,
1322,652752,10576,0.019869872567766345,1.0,1.0,,,,,,,,,
1323,653272,10584,0.0204236285118621,1.0,1.0,,,,,,,,,
1324,653792,10592,0.020666583235347886,1.0,1.0,,,,,,,,,
1325,654312,10600,0.021882125013329062,1.0,1.0,,,,,,,,,
1326,654832,10608,0.020934814741243646,1.0,1.0,,,,,,,,,
1327,655288,10616,0.01905901183313912,1.0,1.0,,,,,,,,,
1328,655872,10624,0.01752734149473399,1.0,1.0,,,,,,,,,
1329,656328,10632,0.02139943091868962,1.0,1.0,0.01921860362409522,1.0,1.0,,,,,,
1330,656912,10640,0.019853550817248752,1.0,1.0,,,,,,,,,
1331,657432,10648,0.020000171769755208,1.0,1.0,,,,,,,,,
1332,657888,10656,0.018726090689446667,1.0,1.0,,,,,,,,,
1333,658280,10664,0.018742271646363298,1.0,1.0,,,,,,,,,
1334,658864,10672,0.017932578347254743,1.0,1.0,,,,,,,,,
1335,659256,10680,0.01899479137073448,1.0,1.0,,,,,,,,,
1336,659712,10688,0.021475144950895534,1.0,1.0,,,,,,,,,
1337,660232,10696,0.018683939238026755,1.0,1.0,0.01826315654625286,1.0,1.0,,,,,,
1338,660816,10704,0.020681529575056395,1.0,1.0,,,,,,,,,
1339,661272,10712,0.023596733870397065,1.0,1.0,,,,,,,,,
1340,661792,10720,0.021697344080834846,1.0,1.0,,,,,,,,,
1341,662312,10728,0.021243718747707536,0.875,0.9722222222222222,,,,,,,,,
1342,662896,10736,0.016718662276142368,1.0,1.0,,,,,,,,,
1343,663352,10744,0.02379555926927694,1.0,1.0,,,,,,,,,
1344,663744,10752,0.01631890374562604,1.0,1.0,,,,,,,,,
1345,664264,10760,0.02582273346152397,1.0,1.0,0.023559011169949094,1.0,1.0,,,,,,
1346,664720,10768,0.020912260933962423,0.875,0.972972972972973,,,,,,,,,
1347,665304,10776,0.01832973148287318,1.0,1.0,,,,,,,,,
1348,665696,10784,0.021199944898616693,1.0,1.0,,,,,,,,,
1349,666280,10792,0.019714975097439445,1.0,1.0,,,,,,,,,
1350,666800,10800,0.02194149187120119,1.0,1.0,,,,,,,,,
1351,667256,10808,0.016112207217258926,0.875,0.9705882352941176,,,,,,,,,
1352,667904,10816,0.018495845875966026,1.0,1.0,,,,,,,,,
1353,668424,10824,0.02153083787000324,1.0,1.0,0.022870526080320207,1.0,1.0,,,,,,
1354,668944,10832,0.020707709769715723,1.0,1.0,,,,,,,,,
1355,669528,10840,0.01839578242990216,1.0,1.0,,,,,,,,,
1356,669984,10848,0.025011743791447744,0.875,0.9705882352941176,,,,,,,,,
1357,670440,10856,0.021746021376827455,1.0,1.0,,,,,,,,,
1358,670896,10864,0.021453315416972523,0.875,0.9714285714285714,,,,,,,,,
1359,671416,10872,0.022088584733803592,1.0,1.0,,,,,,,,,
1360,671872,10880,0.021207402639776156,1.0,1.0,,,,,,,,,
1361,672328,10888,0.01854940730468361,1.0,1.0,0.018818879975022,1.0,1.0,,,,,,
1362,672784,10896,0.02355405459148183,1.0,1.0,,,,,,,,,
1363,673240,10904,0.02394526447187296,1.0,1.0,,,,,,,,,
1364,673824,10912,0.01433997665067273,1.0,1.0,,,,,,,,,
1365,674344,10920,0.01846133001576783,1.0,1.0,,,,,,,,,
1366,674736,10928,0.020411908413378786,1.0,1.0,,,,,,,,,
1367,675256,10936,0.019514553148629522,1.0,1.0,,,,,,,,,
1368,675712,10944,0.023251634836908387,1.0,1.0,,,,,,,,,
1369,676232,10952,0.014647500874187664,1.0,1.0,0.024274044626893816,1.0,1.0,,,,,,
1370,676752,10960,0.017749449389578596,0.875,0.972972972972973,,,,,,,,,
1371,677208,10968,0.02067029895389007,1.0,1.0,,,,,,,,,
1372,677728,10976,0.019694608044774024,1.0,1.0,,,,,,,,,
1373,678248,10984,0.019559987879466105,1.0,1.0,,,,,,,,,
1374,678768,10992,0.020875316910491257,1.0,1.0,,,,,,,,,
1375,679288,11000,0.019617939348949377,1.0,1.0,,,,,,,,,
1376,679680,11008,0.026990858019220933,1.0,1.0,,,,,,,,,
1377,680136,11016,0.02236242935398152,1.0,1.0,0.020735245851828343,1.0,1.0,,,,,,
1378,680592,11024,0.0218008529521116,1.0,1.0,,,,,,,,,
1379,680984,11032,0.02307741574956347,1.0,1.0,,,,,,,,,
1380,681376,11040,0.02476330881309029,1.0,1.0,,,,,,,,,
1381,681768,11048,0.027044698163389166,1.0,1.0,,,,,,,,,
1382,682288,11056,0.018675766993221012,1.0,1.0,,,,,,,,,
1383,682680,11064,0.02147799968885843,1.0,1.0,,,,,,,,,
1384,683200,11072,0.022065747615287408,1.0,1.0,,,,,,,,,
1385,683656,11080,0.02636664058743777,0.875,0.9722222222222222,0.0198935354846096,1.0,1.0,,,,,,
1386,684304,11088,0.014234588660223025,1.0,1.0,,,,,,,,,
1387,684824,11096,0.015325945616647893,1.0,1.0,,,,,,,,,
1388,685280,11104,0.021444018368781268,1.0,1.0,,,,,,,,,
1389,685736,11112,0.01976432319048712,1.0,1.0,,,,,,,,,
1390,686320,11120,0.017780819591420863,1.0,1.0,,,,,,,,,
1391,686840,11128,0.022508106569511577,1.0,1.0,,,,,,,,,
1392,687232,11136,0.02255863560557186,1.0,1.0,,,,,,,,,
1393,687688,11144,0.01764231083049555,1.0,1.0,0.01818114614071024,1.0,1.0,,,,,,
1394,688208,11152,0.0168307434448622,1.0,1.0,,,,,,,,,
1395,688664,11160,0.021035677517509066,1.0,1.0,,,,,,,,,
1396,689120,11168,0.024280210166179705,0.875,0.972972972972973,,,,,,,,,
1397,689704,11176,0.017304735670515513,1.0,1.0,,,,,,,,,
1398,690160,11184,0.020279675387186228,1.0,1.0,,,,,,,,,
1399,690616,11192,0.022130356769441913,1.0,1.0,,,,,,,,,
1400,691072,11200,0.02070656923344519,1.0,1.0,,,,,,,,,
1401,691464,11208,0.023465682495110374,1.0,1.0,0.02224311892421223,1.0,1.0,,,,,,
1402,691856,11216,0.022935154133984795,1.0,1.0,,,,,,,,,
1403,692312,11224,0.02274851543641762,0.875,0.9705882352941176,,,,,,,,,
1404,692768,11232,0.021424067245101274,1.0,1.0,,,,,,,,,
1405,693224,11240,0.01819242489012766,1.0,1.0,,,,,,,,,
1406,693744,11248,0.019255564385702306,1.0,1.0,,,,,,,,,
1407,694264,11256,0.019437753918915137,1.0,1.0,,,,,,,,,
1408,694656,11264,0.024344540708311588,1.0,1.0,,,,,,,,,
1409,695240,11272,0.01681671181684281,1.0,1.0,0.023393744160823442,1.0,1.0,,,,,,
1410,695696,11280,0.015085218141826798,1.0,1.0,,,,,,,,,
1411,696280,11288,0.016165914939079547,1.0,1.0,,,,,,,,,
1412,696800,11296,0.022006791029929192,1.0,1.0,,,,,,,,,
1413,697256,11304,0.016226996739543614,1.0,1.0,,,,,,,,,
1414,697776,11312,0.019637874616932182,1.0,1.0,,,,,,,,,
1415,698360,11320,0.021782669941059714,1.0,1.0,,,,,,,,,
1416,698880,11328,0.024775762055916986,1.0,1.0,,,,,,,,,
1417,699400,11336,0.0222233457935639,1.0,1.0,0.016587339857240507,1.0,1.0,,,,,,
1418,699920,11344,0.019254130040541887,1.0,1.0,,,,,,,,,
1419,700440,11352,0.019632647875595474,1.0,1.0,,,,,,,,,
1420,700896,11360,0.022868901014457866,1.0,1.0,,,,,,,,,
1421,701352,11368,0.023888422643183305,1.0,1.0,,,,,,,,,
1422,701872,11376,0.020010818840374422,1.0,1.0,,,,,,,,,
1423,702392,11384,0.0223512002184197,1.0,1.0,,,,,,,,,
1424,702976,11392,0.018374918278716856,1.0,1.0,,,,,,,,,
1425,703496,11400,0.016849660973731626,1.0,1.0,0.019195284602153497,1.0,1.0,,,,,,
1426,703888,11408,0.02641017433593427,1.0,1.0,,,,,,,,,
1427,704408,11416,0.014839634953246523,1.0,1.0,,,,,,,,,
1428,704928,11424,0.02074328855573308,1.0,1.0,,,,,,,,,
1429,705384,11432,0.020566582044401982,0.875,0.9428571428571428,,,,,,,,,
1430,705840,11440,0.027074961672379095,0.875,0.972972972972973,,,,,,,,,
1431,706360,11448,0.025431950425618337,1.0,1.0,,,,,,,,,
1432,706880,11456,0.016634090031465053,1.0,1.0,,,,,,,,,
1433,707400,11464,0.022888483366715465,1.0,1.0,0.023780192952904268,1.0,1.0,,,,,,
1434,707920,11472,0.02031553731603913,1.0,1.0,,,,,,,,,
1435,708376,11480,0.018395267903623065,1.0,1.0,,,,,,,,,
1436,708896,11488,0.020354278079994233,1.0,1.0,,,,,,,,,
1437,709416,11496,0.01865142959124567,1.0,1.0,,,,,,,,,
1438,709872,11504,0.021433970339797447,0.75,0.9428571428571428,,,,,,,,,
1439,710328,11512,0.021937106798703587,1.0,1.0,,,,,,,,,
1440,710848,11520,0.017655321132184158,1.0,1.0,,,,,,,,,
1441,711304,11528,0.023838958731763248,1.0,1.0,0.01900539275494579,1.0,1.0,,,,,,
1442,711824,11536,0.02102524614956498,1.0,1.0,,,,,,,,,
1443,712280,11544,0.020373198035652962,1.0,1.0,,,,,,,,,
1444,712800,11552,0.01996322221654694,1.0,1.0,,,,,,,,,
1445,713384,11560,0.018046733182088014,0.875,0.972972972972973,,,,,,,,,
1446,713904,11568,0.020492571160570006,1.0,1.0,,,,,,,,,
1447,714360,11576,0.02025031052589025,1.0,1.0,,,,,,,,,
1448,714944,11584,0.012132828922536682,1.0,1.0,,,,,,,,,
1449,715464,11592,0.01736418711106712,1.0,1.0,0.019760736895543474,1.0,1.0,,,,,,
1450,715920,11600,0.019196304643209823,1.0,1.0,,,,,,,,,
1451,716632,11608,0.015144533773347003,1.0,1.0,,,,,,,,,
1452,717216,11616,0.01800676204295272,1.0,1.0,,,,,,,,,
1453,717736,11624,0.020407663651024505,1.0,1.0,,,,,,,,,
1454,718192,11632,0.021560034584684636,1.0,1.0,,,,,,,,,
1455,718712,11640,0.021211015074867917,1.0,1.0,,,,,,,,,
1456,719040,11648,0.023661171496320285,1.0,1.0,,,,,,,,,
1457,719496,11656,0.022753002950009656,1.0,1.0,0.022179898521253884,1.0,1.0,,,,,,
1458,719952,11664,0.024182103778474597,1.0,1.0,,,,,,,,,
1459,720536,11672,0.01648758875783106,1.0,1.0,,,,,,,,,
1460,721056,11680,0.018927864691007094,0.875,0.9722222222222222,,,,,,,,,
1461,721512,11688,0.020574305697992765,1.0,1.0,,,,,,,,,
1462,722032,11696,0.020103610387686405,1.0,1.0,,,,,,,,,
1463,722488,11704,0.019697438630167548,1.0,1.0,,,,,,,,,
1464,723008,11712,0.015753776337510707,1.0,1.0,,,,,,,,,
1465,723528,11720,0.02127151071581296,1.0,1.0,0.019815051992767577,1.0,1.0,,,,,,
1466,724048,11728,0.019743682275740644,0.875,0.9722222222222222,,,,,,,,,
1467,724440,11736,0.026247258841280305,1.0,1.0,,,,,,,,,
1468,724896,11744,0.022383636887451302,1.0,1.0,,,,,,,,,
1469,725352,11752,0.01990070589490169,1.0,1.0,,,,,,,,,
1470,725936,11760,0.022701807880445776,0.875,0.972972972972973,,,,,,,,,
1471,726456,11768,0.019257449760326298,1.0,1.0,,,,,,,,,
1472,727040,11776,0.013414485124174183,1.0,1.0,,,,,,,,,
1473,727752,11784,0.013797028651032979,1.0,1.0,0.015512789599362775,1.0,1.0,,,,,,
1474,728400,11792,0.01632644678731174,1.0,1.0,,,,,,,,,
1475,728792,11800,0.01953496097647626,1.0,1.0,,,,,,,,,
1476,729184,11808,0.02288468690018826,1.0,1.0,,,,,,,,,
1477,729704,11816,0.020963836904258,1.0,1.0,,,,,,,,,
1478,730160,11824,0.019009139938607738,1.0,1.0,,,,,,,,,
1479,730552,11832,0.022198291721904795,1.0,1.0,,,,,,,,,
1480,731072,11840,0.019580413837870132,1.0,1.0,,,,,,,,,
1481,731592,11848,0.021725294272674046,1.0,1.0,0.021619676535880407,1.0,1.0,,,,,,
1482,732048,11856,0.02157658544618893,1.0,1.0,,,,,,,,,
1483,732504,11864,0.019855831326618733,1.0,1.0,,,,,,,,,
1484,733024,11872,0.022327945783933396,1.0,1.0,,,,,,,,,
1485,733416,11880,0.024751316284267914,1.0,1.0,,,,,,,,,
1486,733936,11888,0.01845914974059618,1.0,1.0,,,,,,,,,
1487,734456,11896,0.018799842460431426,1.0,1.0,,,,,,,,,
1488,734912,11904,0.014770037779585549,1.0,1.0,,,,,,,,,
1489,735304,11912,0.025656056762218032,1.0,1.0,0.02610402185484823,1.0,1.0,,,,,,
1490,735824,11920,0.020274537218326876,1.0,1.0,,,,,,,,,
1491,736280,11928,0.01819678001543477,1.0,1.0,,,,,,,,,
1492,736736,11936,0.022317268118137442,1.0,1.0,,,,,,,,,
1493,737320,11944,0.01977598470565672,1.0,1.0,,,,,,,,,
1494,737776,11952,0.022635213504218956,1.0,1.0,,,,,,,,,
1495,738360,11960,0.016532414706286906,1.0,1.0,,,,,,,,,
1496,738816,11968,0.01888538851942223,1.0,1.0,,,,,,,,,
1497,739208,11976,0.025188352902334243,1.0,1.0,0.019955510419911664,1.0,1.0,,,,,,
1498,739600,11984,0.024422790333118647,1.0,1.0,,,,,,,,,
1499,740120,11992,0.019359555882369428,1.0,1.0,,,,,,,,,
1500,740576,12000,0.021741205469223538,1.0,1.0,,,,,,,,,
1501,741032,12008,0.022804813657353724,1.0,1.0,,,,,,,,,
1502,741552,12016,0.02021867040695461,1.0,1.0,,,,,,,,,
1503,742008,12024,0.02386062965968546,1.0,1.0,,,,,,,,,
1504,742592,12032,0.02114416360560171,1.0,1.0,,,,,,,,,
